 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                                Range                                              
      0.0        6,670,682         80   83,383.5  59,153.0    45,792   360,548     75,197.9  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        6,651,072      1,298    5,124.1   4,416.0     2,944    15,456      2,139.2  sm80_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x128x16_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.0        6,626,228         84   78,883.7  58,176.0    38,688   334,532     74,543.6  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        6,576,274        534   12,315.1  12,640.0     5,536    23,713      5,893.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.0        6,576,038      1,310    5,019.9   4,448.0     2,944    13,056      1,934.0  sm80_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x128x16_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.0        6,550,519         80   81,881.5  63,361.0    41,697   336,293     75,444.2  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        6,531,375        758    8,616.6   7,792.5     6,752    11,456      1,235.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.0        6,512,460        526   12,381.1  12,448.0     7,744    23,776      5,113.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.0        6,497,633        608   10,686.9   8,864.0     8,544    17,440      2,802.7  trt_ampere_h16816gemm_128x128_ldg8_relu_tn_v1                                                       
      0.0        6,488,536         80   81,106.7  66,945.0    57,537   201,986     45,321.0  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        6,454,165         80   80,677.1  64,241.0    56,481   225,411     45,615.3  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        6,346,550        582   10,904.7  10,320.0     6,144    35,105      4,043.1  trt_ampere_h16816gemm_256x64_ldg8_tn_v1                                                             
      0.0        6,312,308        100   63,123.1  46,384.5    38,016   203,427     47,564.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        6,247,848      1,110    5,628.7   3,712.0     2,944    12,896      3,669.8  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        6,247,605         88   70,995.5  58,049.0    53,760   178,242     38,052.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        6,232,723        116   53,730.4  36,752.5    35,969   138,594     32,226.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        6,146,972      1,192    5,156.9   4,512.0     3,072    11,744      1,909.6  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        6,097,357        646    9,438.6   8,624.5     5,920    14,816      2,460.4  trt_ampere_h16816gemm_128x128_ldg8_nn_v1                                                            
      0.0        5,991,552      1,716    3,491.6   2,880.5     1,184    11,041      2,458.8  cuInt8::ncqhw4ToNchw(const signed char *, float *, int, int, int, int, int, int, const float *, cuI…
      0.0        5,982,176        564   10,606.7   9,248.0     8,416    19,169      2,636.8  trt_ampere_h16816gemm_128x128_ldg8_relu_nn_v1                                                       
      0.0        5,978,989        646    9,255.4   8,353.0     5,920    15,040      2,396.3  trt_ampere_h16816gemm_128x128_ldg8_tn_v1                                                            
      0.0        5,943,108      1,168    5,088.3   4,640.0     3,232    11,200      1,463.9  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        5,937,776        132   44,983.2  38,288.0    33,601    63,617     11,352.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        5,899,184      1,278    4,615.9   3,456.0     1,920    14,592      3,843.2  void cuInt8::nchwTonhwc<float, (int)32, (int)32, (int)2>(const T1 *, __half *, int, int, int, int, …
      0.0        5,856,749        140   41,833.9  36,353.0    33,632    87,521     14,589.2  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        5,791,947        132   43,878.4  36,721.0    33,760   120,130     16,571.3  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        5,720,908         42  136,212.1  72,529.0    72,353   360,260     97,162.9  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.0        5,682,728        136   41,784.8  33,120.5    19,520   126,529     32,653.0  sm80_xmma_fprop_wngd_f32f32_f32_f32_nchwkcrs_nchw_tilesize8x16x64x8_warpsize8x1x1_wngd2x2_execute_k…
      0.0        5,569,443        394   14,135.6  13,536.0     9,152    27,425      5,408.4  trt_ampere_h16816gemm_256x64_ldg8_relu_tn_v1                                                        
      0.0        5,563,079        144   38,632.5  26,608.5    24,096    93,890     22,649.1  sm80_xmma_fprop_wngd_f32f32_f32_f32_nchwkcrs_nchw_tilesize8x16x32x8_warpsize8x1x1_wngd2x2_execute_k…
      0.0        5,501,286        156   35,264.7  26,240.5    22,976    82,721     18,442.7  trt_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1                                    
      0.0        5,485,095        374   14,666.0  12,560.0     9,472    28,992      5,833.6  trt_ampere_h16816gemm_256x64_ldg8_relu_nn_v1                                                        
      0.0        5,482,542         22  249,206.5  243,187…   186,882   318,148     55,049.0  cask_plugin_trt::xmma_trt::<unnamed>::filterReformat(void *, void *)                                
      0.0        5,391,269      1,310    4,115.5   3,072.0     1,696    14,593      3,392.6  void cuInt8::nhwcTonchw<float, (int)32, (int)32, (int)2>(const __half *, T1 *, int, int, int, int, …
      0.0        5,370,684        256   20,979.2  20,320.5     8,928    63,649     16,265.0  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x16_st…
      0.0        5,367,043        172   31,203.7  23,392.0    14,304    99,906     25,024.7  sm80_xmma_fprop_wngd_f16f16_f16_f16_nhwckrsc_nhwc_tilesize16x16x64x16_warpsize8x1x1_wngd2x2_execute…
      0.0        5,310,429        252   21,073.1   8,784.0     8,320    58,145     15,580.7  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x32_st…
      0.0        5,301,032        244   21,725.5  16,640.0     9,216    57,312     15,242.9  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x16_st…
      0.0        5,275,778        240   21,982.4   9,072.0     8,800    56,225     15,620.9  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x64_st…
      0.0        5,258,417        248   21,203.3   8,464.5     8,000    54,945     15,541.7  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x32_st…
      0.0        5,245,996        232   22,612.1   9,456.5     9,248    55,745     15,671.9  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x32_st…
      0.0        5,235,104      1,866    2,805.5   2,688.0     2,080     5,216        574.3  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize64x32x64_stage5_warpsize2x2x1_tensor16x8x16_execute_s…
      0.0        5,207,969        152   34,263.0  30,192.5    24,992    63,840     12,374.4  sm80_xmma_fprop_wngd_f32f32_f32_f32_nchwkcrs_nchw_tilesize8x16x16x8_warpsize8x1x1_wngd2x2_execute_k…
      0.0        5,186,088        264   19,644.3   8,209.0     8,032    56,129     14,803.0  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x16_st…
      0.0        5,173,833        300   17,246.1  15,712.0     7,008    44,288     12,622.1  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x16_st…
      0.0        5,156,226        260   19,831.6  19,504.0     8,800    45,664     12,943.5  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x16_st…
      0.0        5,088,139        268   18,985.6  19,680.0     8,160    54,337     13,711.3  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x64_st…
      0.0        5,080,275      1,744    2,913.0   2,080.0     1,344     6,752      1,554.7  cuInt8::ncqhw4ToNc32hw32(const char4 *, char4 *, nvinfer1::rt::ReducedDivisor, int, int, nvinfer1::…
      0.0        5,074,492      1,870    2,713.6   2,656.0     2,112     4,192        349.1  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize64x64x64_stage4_warpsize2x2x1_tensor16x8x16_execute_s…
      0.0        5,055,526      1,782    2,837.0   2,688.0     2,080     5,376        612.4  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x32x64_stage5_warpsize2x2x1_tensor16x8x16_execute_s…
      0.0        5,043,465      1,846    2,732.1   2,688.0     2,112     4,160        350.1  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x64x64_stage4_warpsize2x2x1_tensor16x8x16_execute_s…
      0.0        5,032,259        308   16,338.5  16,976.5     7,456    33,857      9,193.7  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x16_st…
      0.0        5,030,338        268   18,769.9  20,704.0     7,808    41,441     11,819.2  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x64_st…
      0.0        5,007,845        292   17,150.2  18,208.0     6,304    39,137     11,872.1  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x32_st…
      0.0        5,000,967        308   16,236.9  15,024.0     6,624    42,337     11,836.6  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x16_st…
      0.0        4,984,452        304   16,396.2  16,656.0     7,072    37,312      9,881.8  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x64_st…
      0.0        4,972,134        332   14,976.3  14,928.5     6,592    30,432      8,249.4  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x64_st…
      0.0        4,967,718        292   17,012.7  18,880.5     6,976    34,080     10,090.2  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x32_st…
      0.0        4,880,228        292   16,713.1  17,584.5     5,984    39,937     11,438.3  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x64_st…
      0.0        4,858,501        101   48,104.0  46,497.0    46,432    67,809      4,070.9  void cuReduceLayer::tailReducePacked<(unsigned int)1024, (nvinfer1::ReduceOp)4, float, float, (int)…
      0.0        4,840,867        276   17,539.4  18,048.0     6,048    37,920     11,741.9  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x32_st…
      0.0        4,831,428        324   14,911.8  14,368.0     6,080    36,417      9,847.9  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x64_st…
      0.0        4,771,778        332   14,372.8  16,064.0     5,568    26,784      8,384.4  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x64_st…
      0.0        4,757,151        324   14,682.6  15,152.5     5,248    32,321      9,430.2  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x32_st…
      0.0        4,754,312        308   15,436.1  18,032.0     6,336    27,904      8,533.4  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x64_st…
      0.0        4,743,240        308   15,400.1  16,096.5     5,664    32,929     10,047.5  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x32_st…
      0.0        4,736,445        340   13,930.7  12,192.0     5,824    32,193      9,042.3  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x16_st…
      0.0        4,729,838        852    5,551.5   5,088.0     3,136    11,649      2,188.4  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        4,729,827        324   14,598.2  14,880.0     5,696    57,889      9,586.6  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x16x64_st…
      0.0        4,726,469        348   13,581.8  11,952.0     5,504    30,272      8,589.5  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x64_st…
      0.0        4,717,825        352   13,402.9  12,192.5     5,536    29,153      8,284.2  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x64_st…
      0.0        4,617,028      1,870    2,469.0   2,144.0     1,856    11,424      1,496.1  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        4,575,921      1,766    2,591.1   2,080.0     1,824    13,472      2,197.3  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        4,456,034        312   14,282.2  12,320.5     6,016    33,472      9,498.2  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x16_st…
      0.0        4,141,723        762    5,435.3   5,152.0     4,192     7,968        987.8  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        4,068,948      1,442    2,821.7   2,752.0     2,144     3,745        394.2  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x32_stage5_warpsize2x2x1_tensor16x8x16_execute_…
      0.0        4,037,168        220   18,350.8  12,449.0    10,976    47,425     11,760.8  sm80_xmma_fprop_wngd_f16f16_f16_f16_nhwckrsc_nhwc_tilesize8x16x32x32_warpsize8x1x1_wngd2x2_execute_…
      0.0        4,011,063         60   66,851.1  84,385.0    44,513    89,377     19,968.6  sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x…
      0.0        4,005,066      1,410    2,840.5   2,784.0     2,144     6,080        392.7  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize128x64x32_stage5_warpsize2x2x1_tensor16x8x16_execute_…
      0.0        3,758,576        754    4,984.8   4,352.0     1,344    15,552      4,200.5  void cuInt8::nchwTonchw<__half, float, (int)4>(const T1 *, T2 *, int, int, int, const float *, cons…
      0.0        3,754,861      1,268    2,961.2   2,944.0     2,336     3,968        386.7  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_execute_…
      0.0        3,716,433        876    4,242.5   4,000.0     2,656     9,056      1,862.6  void genericReformat::copyVectorizedKernel<double, signed char, float, (bool)0, (bool)0, (int)3>(un…
      0.0        3,707,097      1,248    2,970.4   2,944.0     2,368     4,512        388.3  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_execute_…
      0.0        3,630,800        998    3,638.1   3,520.0     2,624     6,496        711.8  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x64x64_stage3_warpsize2x2x1_tensor16x8x8_execute_s…
      0.0        3,603,697        922    3,908.6   3,648.5     2,208     7,008      1,652.8  void genericReformat::copyVectorizedKernel<double, float, signed char, (bool)0, (bool)0, (int)3>(un…
      0.0        3,573,707        978    3,654.1   3,520.0     2,624     5,472        714.5  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x64x64_stage3_warpsize2x2x1_tensor16x8x8_execute_s…
      0.0        3,522,101      1,656    2,126.9   1,824.0     1,280     9,152      1,003.9  cuInt8::nchwToNcqhw4(const float *, unsigned int *, int, int, int, int, int, int, int, const float …
      0.0        3,445,700      1,770    1,946.7   1,632.0     1,248     4,704        667.7  cuInt8::nc32hw32ToNhwc8(const char4 *, genericReformat::half4 *, nvinfer1::rt::ReducedDivisor, int,…
      0.0        3,442,210        780    4,413.1   4,192.0     3,264     6,400        760.2  sm80_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x128x16_stage4_warpsize2x2x1_tensor16x8x8_execute…
      0.0        3,419,138        768    4,452.0   4,192.5     3,264     6,400        766.5  sm80_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x128x16_stage4_warpsize2x2x1_tensor16x8x8_execute…
      0.0        3,158,758        646    4,889.7   2,944.0     1,600    17,825      4,881.2  void cuInt8::nchwTonchw<float, __half, (int)8>(const T1 *, T2 *, int, int, int, const float *, cons…
      0.0        3,132,909        101   31,018.9  30,304.0    29,920    36,833      1,875.0  trt_ampere_sgemm_64x32_sliced1x4_tn_v1                                                              
      0.0        3,028,617        546    5,546.9   4,864.0     3,777    11,680      1,652.4  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x128x16_stage3_warpsize2x2x1_tensor16x8x8_execute…
      0.0        2,946,369        534    5,517.5   5,120.0     3,776    10,720      1,472.2  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x128x16_stage3_warpsize2x2x1_tensor16x8x8_execute…
      0.0        2,814,084        402    7,000.2   7,296.0     3,616    11,361      2,493.8  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        2,806,123        696    4,031.8   3,744.0     2,944     6,848        920.5  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x128x32_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.0        2,771,913        692    4,005.7   3,744.0     2,944     6,688        864.1  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x128x32_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.0        2,686,659      1,110    2,420.4   2,496.0     2,112     3,360        148.5  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        2,664,955        372    7,163.9   6,976.0     4,640    11,424      2,104.4  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        2,594,749        632    4,105.6   3,552.0     3,520    10,208      1,474.3  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        2,508,283        998    2,513.3   1,344.0     1,120    11,776      2,892.9  void genericReformat::copyVectorizedKernel<double, __half, float, (bool)1, (bool)0, (int)1>(unsigne…
      0.0        2,459,615        942    2,611.1   2,624.0     1,888     3,616        482.4  cuInt8::nc32hw32ToNcqhw4_block(const char4 *, char4 *, int, int, int, int, const float *, const flo…
      0.0        2,425,852        940    2,580.7   2,592.0     2,144     3,040        223.9  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_execute_…
      0.0        2,343,417        908    2,580.9   2,560.0     2,144     3,104        227.9  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_execute_…
      0.0        2,250,308        518    4,344.2   2,880.0     1,984    13,696      3,610.8  void cuInt8::nchwToNchhw2<float>(const T1 *, __half *, int, int, int, int, int, int, cuInt8::Reduce…
      0.0        2,235,172        228    9,803.4   7,425.0     7,328    13,600      2,968.7  trt_ampere_h16816gemm_256x128_ldg8_relu_stages_32x3_nn_v1                                           
      0.0        2,209,242        240    9,205.2   9,056.0     8,961     9,600        214.8  sm80_trt_conv_act_pool_v3_tile_rows_8_tile_cols_116_execute_kernel_trt                              
      0.0        2,204,481        592    3,723.8   2,752.0     1,184    13,632      3,531.2  void cuInt8::nchhw2ToNchw<float>(const __half *, T1 *, int, int, int, int, int, int, cuInt8::Reduce…
      0.0        2,140,575        696    3,075.5   1,600.0     1,120    11,967      3,488.4  void genericReformat::copyVectorizedKernel<double, float, __half, (bool)1, (bool)0, (int)1>(unsigne…
      0.0        2,116,253        216    9,797.5   7,168.0     7,072    13,408      3,036.4  trt_ampere_h16816gemm_256x128_ldg8_relu_stages_32x3_tn_v1                                           
      0.0        2,097,275        101   20,765.1  19,841.0    19,712    28,960      2,021.6  sm50_xmma_pooling_tiled_FP32NCHW_kMAX_tP7_tQ28_tR3_tS3_tU2_tV2_tUnroll1_tThreads855_execute_kernel_…
      0.0        2,090,274        584    3,579.2   3,200.0     2,592     6,432        899.0  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x64x32_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.0        2,055,453        580    3,543.9   3,200.0     2,592     6,144        848.0  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x64x32_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.0        2,039,070        208    9,803.2   7,169.0     7,104    13,536      2,820.2  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize256x128x32_stage3_warpsize4x2x1_tensor16x8x16_execute…
      0.0        2,035,645        208    9,786.8   7,104.0     6,944    13,472      2,919.5  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize256x128x32_stage3_warpsize4x2x1_tensor16x8x16_execute…
      0.0        2,033,208        524    3,880.2   3,040.0     3,007     8,128      1,768.6  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        1,992,380        208    9,578.8   7,136.0     7,008    13,376      2,650.4  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize128x256x32_stage3_warpsize2x4x1_tensor16x8x16_execute…
      0.0        1,958,234        176   11,126.3  10,480.5    10,112    12,193        834.1  sm80_xmma_conv_fprop_smallk_i8i8_i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_32_warptilesize16…
      0.0        1,918,268        218    8,799.4   7,488.5     6,432    12,864      2,737.6  trt_ampere_h16816gemm_256x128_ldg8_stages_32x3_tn_v1                                                
      0.0        1,883,451        256    7,357.2   5,344.0     5,248    10,432      2,359.6  sm70_xmma_fprop_conv1x1_i8f32_f32_f32_nchw_vect_c_4kcrs_vect_c_4_nchw_simt_small_batch_bias_relu_ex…
      0.0        1,855,416        984    1,885.6   1,920.0     1,696     2,432        102.8  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        1,830,519        202    9,062.0   7,488.0     6,720    12,864      2,673.4  trt_ampere_h16816gemm_256x128_ldg8_stages_32x3_nn_v1                                                
      0.0        1,809,521        552    3,278.1   3,296.0     2,976     4,576        228.1  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.0        1,799,860      1,216    1,480.1   1,440.0     1,248     2,080        184.2  void cask_trt::computeOffsetsKernel<(bool)0, (bool)0>(cask_trt::ComputeOffsetsParams)               
      0.0        1,775,669        648    2,740.2   2,528.0     1,472     8,832      1,299.1  void cuInt8::nchhw2Tonhwc8<(int)32, (int)32, (int)2>(const __half *, __half *, int, int, int, int, …
      0.0        1,719,638        434    3,962.3   3,360.0     1,952    10,496      1,754.4  void cuInt8::nchwTonhwc<__half, (int)32, (int)32, (int)2>(const T1 *, __half *, int, int, int, int,…
      0.0        1,709,242        454    3,764.9   3,840.0     2,336     9,152        905.4  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x8_execute_s…
      0.0        1,705,110        538    3,169.3   3,136.0     2,688     3,744        289.8  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize256x64x32_stage3_warpsize4x1x1_tensor16x8x16_execute_…
      0.0        1,688,054         22   76,729.7  76,689.0    76,225    77,345        302.3  sm50_xmma_cublas_gemvx_f16f16_f32_f32_tn_n_int32_unit_n_launch_param64x2x1_strided_unit_stride_exec…
      0.0        1,659,124        442    3,753.7   3,776.0     2,368     5,025        806.1  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x8_execute_s…
      0.0        1,655,095        522    3,170.7   3,168.0     2,688     3,744        290.0  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize128x128x32_stage4_warpsize2x2x1_tensor16x8x16_execute…
      0.0        1,650,739         22   75,033.6  74,961.0    74,656    75,969        278.1  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param64x2x1_strided_unit_stride_exec…
      0.0        1,625,461         26   62,517.7  62,497.0    62,273    62,817        108.2  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param4x32x1_strided_unit_stride_exec…
      0.0        1,624,684        514    3,160.9   3,168.0     2,688     3,936        288.4  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x128x32_stage4_warpsize2x2x1_tensor16x8x16_execute…
      0.0        1,617,843         22   73,538.3  73,537.0    73,409    73,729         68.0  sm50_xmma_cublas_gemvx_f32f32_f32_f32_tn_n_int32_unit_n_launch_param8x32x1_strided_unit_stride_exec…
